client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment	grouped_accents
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_38406828.wav	b0ac27791c2b2ec5eb3e21e7413894bc8e8f5df0904eb4fe0f427c2c08c10e10	Demà passat na Greta i en Gerard van a Gurb.		3	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_3836352.wav	ac4416e082a5a342b38032535e84b4829d16dc8987c96b646d1ee43b26855333	Els informes, entrevistes, titulars, piulets i columnes crítiques amb el govern.		6	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_38943678.wav	c799a0f2f83803f69e66b38410170b66812f66b67dde0c03dfd8b00f0a04d6f4	Penjar un llum en un clau.		3	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_39907748.wav	d5b8f5a8c41f23a62692b224666a1fa97a642464880c897897a7fc51462330dc	El document recull també els principals problemes de l’economia catalana.		3	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
eaf0b12e9f0ff8ba96e7cf300153d0ad3a43653417760ad84686e55d35d1f1c7b3cc89efdced65cadd7e777d68ce11166a0e758c9e40d8d3dce922d8cc6e6c34	./experiments/central20_53m_v01/cwattacks/adversarial_31314438.wav	0679c54d3238532ff4793463d398dde1bdd386259af987b6cc1320a8ee2f3b64	No obstant, Charlotte era quasi sempre molt feliç en el seu matrimoni.		6	0			Ebrenc		ca		valencià
d9770fe2b1596832e93ff1c30eff6da2b414d79896be232ac0faa4da55cea015af6bb785aad54f3216662a1978c577919b907143fdee82130a604a256fde07a2	./experiments/central20_53m_v01/cwattacks/adversarial_38686058.wav	86bc500c6f5d7b04117934d2d58f8ea98f544405e7783212e007b8a7a415b6ef	La cerimònia va ser ben curta.		2	0			valencià	Valencià meridional	ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_38486260.wav	b2a0b2f4f45d366725de416fdf3c4b176c35657f18ded7afa0846a184d397cee	També va ser el primer descans màxim de O'Sullivan a la competició professional.		3	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
d9770fe2b1596832e93ff1c30eff6da2b414d79896be232ac0faa4da55cea015af6bb785aad54f3216662a1978c577919b907143fdee82130a604a256fde07a2	./experiments/central20_53m_v01/cwattacks/adversarial_38828620.wav	c4794f65656f0a6f99d476defd3212474358911ef76fe8a87f06d180d67c4091	A Almudaina, les cireres.		4	0	fifties	male_masculine	valencià	Valencià meridional	ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_3838252.wav	ae7f01aaa5be5d7b27ccae0c732ab44913bf680bcd00c5d85b9e81961348d994	Es tracta d'un edifici cantoner de grans dimensions, consta de planta baixa i dos pisos.		6	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
34932f513b879d6463714ca31b753cc65a39687deb2626868a8047091359af8ab9dd05bb1396707eb95d7ee9bd04373403758ebc5671906ebd3eb61d5126a38d	./experiments/central20_53m_v01/cwattacks/adversarial_18292922.wav	7a61e7f6e0aa2d2caa410e8add13f6cc6a0ee29d28220f7b719b217b9664170e	Venim d'Anglès.		3	0	twenties	male_masculine	valencià		ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_38122645.wav	9988875edcd08e2a3f44e2adebfc7e8753ec9e57eca43e26d294169d00ec640d	L'Alquimista va encendre el foc i al cap de poc una deliciosa flaire impregnava la tenda.		3	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
b5419f6ea89dc32431a7671df1ebf934647bba5b27db54235fb1e47d691b70c3160bf8019653d5faad616b169adfea5d8e7077e9820d9294144354133d45ee16	./experiments/central20_53m_v01/cwattacks/adversarial_33195299.wav	80393a8eaaa268c7b0138156ee2421704c9f3fb7ecaad4b03bc1c5e148d867fe	En la investigació hi treballen diversos agents d’informació.		3	0			valencià		ca		valencià
bd2b55a23a86bfca8c50f356ef04615130bceba8adfefe3e6ef7272224850a95bdc367de8d1cf8c3ca3d569ba254f63c86edfae6ab4b37d4525249d72f0b462f	./experiments/central20_53m_v01/cwattacks/adversarial_319421.wav	4ff26cade9fe7153f652bca386f734457ca1478889a232eaa71b6bbe80fb5c40	Per Sant Jordi na Vinyet i en Marc iran a Loriguilla.		6	2	thirties	female_feminine	valencià		ca		valencià
8de170a9e19406656db4500be58eee1826d78b036fcc3c4da3f7fe17bcd8e528b7750e28fe1527b8752b41b25e3910e4b7469ab3c9572e1a69d670d0e9e7a252	./experiments/central20_53m_v01/cwattacks/adversarial_38687479.wav	be9292a09dc1ede122dea58fd531bb9aeb31aa0b985871125c92189633022e0e	Quina botiga hi ha al carrer de Reig i Bonet número vuitanta-dos?		2	0	fifties	male_masculine	valencià	Valencià meridional	ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_38801779.wav	c34165fb3869f16dc5c48e5413d72cbc586cae654618b23745602357f061c023	Penja a l'esquerra del pit i se situa després de l'Orde de la Bandera Roja.		3	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
d647b73602a3a0c1b06f282a612c29eefc6a7e372bc8af212a41f481843c23a975b41ca402f06ecb7dc660d4dd22a814f7659b48da7dfd28c02a319032394da1	./experiments/central20_53m_v01/cwattacks/adversarial_19512112.wav	09caee2824c97bb656b068bb70865b3a653628dcca00d6e7a53e9888154f4bcb	Fou fundada probablement en època sassànida i fou un centre comercial i estratègic.		3	0	thirties	male_masculine	valencià		ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_38531174.wav	b632774535b167bfb6dcd88bd9f07354febdcc5f74d2f6238fb167c9e41952a1	Entre la fauna també destaquen els coralls, les barracudes i les tortugues marines.		6	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
7d19dccf48114d3ec00c45fe80581300faca042157d6c9458ec439c300d8c7b1190aa70eecf19f8b1d5af8c7291f3da08fc635a7fd6acc7c5b203d1e226589f5	./experiments/central20_53m_v01/cwattacks/adversarial_202834.wav	25ef229dd863ef7c2bc6983aa932bfaa59df5b81bb8832ef7cb879e2442af7c7	El nucli del predicat és el verb.		2	0	thirties	male_masculine	valencià		ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_38370180.wav	acfa5d0e72894c0dabccfac276d3282f139fdb5b7ab747acaaa40ed5ea6999f3	Aquesta separació es basà en indicis genètics i morfològics.		6	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
967d23f93251965620d2a692969aabb61ca641776419f0a4001c980423feaa663a26e822238755637c0b1e62247f848ddc2b75a6bfe55af50caa5a4ff6b28ca2	./experiments/central20_53m_v01/cwattacks/adversarial_33607149.wav	2c9551c4134aaaba90615097d233178ad3aaa5de6f263b0da28daf3cf0f2575b	Atenem el públic de vuit a vuit.		4	2	sixties	male_masculine	valencià		ca		valencià
c1bafe50eb70a1b65188fac549c6bbe7f641b672fbe9fd08cb64ed1f176efbedeca88f5c295d508e2dbf9b495fe0040bbbfbc4776af0d6cad6576a997db3e4cc	./experiments/central20_53m_v01/cwattacks/adversarial_21927771.wav	73209d2800782213b81e65ff8e2c61b8e5c6a71e1e476c22918e95782d006e7e	Pertanyia a una família modesta d'origen castellà.		3	0	thirties	male_masculine	valencià	Valencià meridional	ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_31132389.wav	f0928108fce88b99b727e009ba7a187bc92a77718d60944c737433553dfbc8b0	Va ser vicepresident del Centre Excursionista del Bages.		9	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_39149559.wav	ca0e44bc3a1bd5dc10c273779de93a8e4ca7284930ea77f74361e20119247294	La seva mare seguia sent musulmana, però els seus germans són cristians.		3	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_38418097.wav	b190d625be109a742495d52ee9b27e76c19d8458dac736eb36ccc009ec1d47d4	Com ho faig per anar a la plaça de Jaume Sabartés número vuit?		3	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
18c936a2ff5c18df767d47be420c86b8dea40f776143f532887f110319995e5ecf121745e5298b4be96056c178ef6ed4f9dec2f158412f662c88a5283f99a211	./experiments/central20_53m_v01/cwattacks/adversarial_21337827.wav	4cda65a10da6943d245814d17348178e54410e59c29ead9c221dfadd7fb5ae99	S'han aportat diverses causes per al diferent desenvolupament regional.		2	0	twenties	female_feminine	valencià		ca		valencià
a2b06b54679145e65ce10a8356285efcadbacd41be817d2e0858ddba59e638775b79f76cb9e4ac5859627b67ebf227c55b51cc48e6d0d7ef41c9845d96ded68a	./experiments/central20_53m_v01/cwattacks/adversarial_24829456.wav	02f7f1a7dfef8fffd955a4b5a68a34b4867594a215fa285b31a3ceae16ab5cfa	"""En Psicologia social, un altre terme per a l'amor entre els bons amics és """"philia""""."""		2	0	fifties	male_masculine	valencià		ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_39271335.wav	ccf228c0130b1554d86a3376e949796cb11120c1285f80db75897a52ed05f69e	Es caracteritzen per tenir els èlitres tous que recobreixen completament l'abdomen i sovint coloracions vistoses.		3	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
896256329fbeb5b8116349c31d8a39a7d36d5f970d48558e1db5417d611e240e4dbf473f6e49137f7aa6116394b7deabb0bbec4a014896cdc9484ee91458117d	./experiments/central20_53m_v01/cwattacks/adversarial_21103311.wav	4070167fdfa5553e7d58de6dbd3b7e5040c70206cf0f1509da9861f9c27bedd8	L'estat de conservació d'aquests és mitjà.		3	0	fourties	male_masculine	valencià		ca		valencià
d647b73602a3a0c1b06f282a612c29eefc6a7e372bc8af212a41f481843c23a975b41ca402f06ecb7dc660d4dd22a814f7659b48da7dfd28c02a319032394da1	./experiments/central20_53m_v01/cwattacks/adversarial_19394870.wav	01effc32567cff5092ed039bbc3481d8e400af58f688d16af0a25ad8225c9d51	Es va demanar que la missió funcionés plenament.		2	0	thirties	male_masculine	valencià		ca		valencià
476d864483b18cda82a7bce11a5aeb5930fa4f37ee6e6062052b7e19362dc7a43e9fffefad082290e1a58da413adeeb3a9998a90a14013727bb07c26bbc36a3a	./experiments/central20_53m_v01/cwattacks/adversarial_25891851.wav	2c6f2ab69880ad58a4e0e2e62488941c25aef4583e538606cae1126bc70b03c3	La humanitat ha après a adaptar-se al llarg de moltes generacions.		2	0	twenties	male_masculine	valencià		ca		valencià
9dc16e6f77132e9bdf0545b4232722792031ec49e5efe40ecb3ca4fa7885d908b289071f6188270edac78e466d393af32e64edda3cc520fd50004d14ae73f031	./experiments/central20_53m_v01/cwattacks/adversarial_17853748.wav	4ae4d1b5906f78a48ca84e89c0d639f7508ecc7dd2e7544c7aa293606dbc3a95	Venim dels Guiamets.		3	0	sixties	female_feminine	valencià		ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_30617639.wav	5383c7d2f99b8331c03a90fd0a734df9b8bd8956b760123c570e96d443ae5da4	Després, molt planament, suaument i amorosament se'm digué que jo treballava massa.		9	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
b0a3c5148905a3e7e18c773684026e4ccd8811c3c62f6fcfc23135686a8db9c2caa6de7b14775e29b7cdeb360ae25ea626381c7689ade892c3fb72f82e2daa89	./experiments/central20_53m_v01/cwattacks/adversarial_28099529.wav	52b79d3f4aaf43952c8e8449c9c8594ab3f55f5d9fe8780c5a1b99cb87caa761	Crec que em mantindré en els mals jocs de paraules en el futur.		6	0	teens	male_masculine	Tortosí,valencià,nord-occidental		ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_30589571.wav	6b150b5cc3a8eafe228a4ad054fa2a7bc587e1949e612ced16705bf8674b1f3e	Va ser la manera més bonica i autèntica de col·laborar.		9	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
dafd89491990553f5e22021f96344b3bc92be6a419c919ba78860876f226e51e668dbabcb11cf9500f3bd05582b387907ea007b5e8f37c78fb71ac819b9bc20e	./experiments/central20_53m_v01/cwattacks/adversarial_20257735.wav	259c8d2353961e565af7c6174828bb743be19a341d56e953187887196e5217be	No presenta ornamentació però si uns grafits avui molt malmesos.		3	0	twenties	male_masculine	valencià		ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_38202450.wav	a014b835b008005814c22432fad23417f102f3738eb74294c8598a433f4baf00	Les tiges ascendents simples o ramificades amb fulles sèssils i ovades.		3	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
e37d85b60af58cc03e9b36e09dee5e8308368f44f91b28455e7f645a13fe29902e7f7d594ccb600e02caf4202a05d15477d4ea5191c7b97038ea06d73ce93c33	./experiments/central20_53m_v01/cwattacks/adversarial_31331815.wav	08f67ffea4177f1835f35059a057699c6c60513bc03092190de9e4dc0f801963	Margaret havia assistit a l'escola de Winnetka amb la Liz Phair.		4	0	teens	male_masculine	Tortosí,nord-occidental		ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_38823856.wav	c438114cc9bb7fa705942d036b0dc2026c367cc9b48db597aff1a5fc4e51cfbe	El vint-i-tres de maig na Cel voldria anar a Gaianes.		3	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
e7847a5814b865bc043600fee7d810b9815da389278fdfdd412114ab8f87b1536f4b63f3f7c3d3eeb097486abc152043eefdae6fd12c2f8743dac1cb668ab136	./experiments/central20_53m_v01/cwattacks/adversarial_1740824.wav	522c89c54f9975558f6a6c747ef88f1f09ecd5368b00b410a33527a25a1eda19	Provar els programes que realitzen els proveïdors.		3	1	teens	male_masculine	valencià		ca		valencià
e37d85b60af58cc03e9b36e09dee5e8308368f44f91b28455e7f645a13fe29902e7f7d594ccb600e02caf4202a05d15477d4ea5191c7b97038ea06d73ce93c33	./experiments/central20_53m_v01/cwattacks/adversarial_3195174.wav	52c2c3341646b0f4cd9e4a3fb6ed47685a211a9e79911ec1bc719ea6fc3d5935	El vint-i-nou de febrer en Guerau irà d'excursió.		6	0	teens	male_masculine	Tortosí,nord-occidental		ca		valencià
c1bafe50eb70a1b65188fac549c6bbe7f641b672fbe9fd08cb64ed1f176efbedeca88f5c295d508e2dbf9b495fe0040bbbfbc4776af0d6cad6576a997db3e4cc	./experiments/central20_53m_v01/cwattacks/adversarial_22624395.wav	8e9c4458cb136aeff8efc7c45539483115aba3d736c44258a1c9999247443267	Igual que en una bassa s'han traslladat a la llera del riu.		2	0	thirties	male_masculine	valencià	Valencià meridional	ca		valencià
303e23fee8a156aa9e8951e4b219dd0895130a4fc4134db2b2e4dc3b1702328082cfcaf4f3213ebd28b14f66c80448c26cf4c242063f18a7c482de111fd0ec5b	./experiments/central20_53m_v01/cwattacks/adversarial_30757759.wav	7781e3312412337f054ffe85fe77800c037da9d8a6ca621d1ac7f33f489303d5	Fa temps que no funciona el servidor.		6	0	fifties	male_masculine	valencià		ca		valencià
dafd89491990553f5e22021f96344b3bc92be6a419c919ba78860876f226e51e668dbabcb11cf9500f3bd05582b387907ea007b5e8f37c78fb71ac819b9bc20e	./experiments/central20_53m_v01/cwattacks/adversarial_20131168.wav	1d6ab70651e1f6c337d196375d33d8287b5aac0f452891737acfb742e59c9853	És la setena ciutat de Pakistan.		3	0	twenties	male_masculine	valencià		ca		valencià
ce31dc5dfa61834e3ab67925ff5f24baf04b4aee6e35cd8ffa524f87b2e2e094999f85c68cc7a1c0e9b19016d050c1755406d02f7116ef85afa355c65a9a5855	./experiments/central20_53m_v01/cwattacks/adversarial_17589561.wav	c0fbd2761533aee6158f680c9abc97430decb602a2488280eb9383465b480af4	No porten un clavell, segons moda, al trau de l'americana —i ja els agradaria als festers posar-los-en un.		2	0	fifties	male_masculine	valencià		ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_30532981.wav	6578539fc6ba96563950645c0ac72c53924b6baa84030a9bb250749726a8a4cb	Les seves pintures tenen una qualitat lineal identificada amb els seus contemporanis umbris.		9	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
c777d3358a0aff067b64f254ac462fa223a1650af20ce2af341de610eebbb55a128a1dc43c91da7a1844848b5920b7dd5c5e0a1e8651d6442a2418709dad8c87	./experiments/central20_53m_v01/cwattacks/adversarial_25202386.wav	164aee37df5c8100c12ef5f6cef87f758a737e64d63d96926ba3b0aa5d37fce1	Sant Joan Evangelista es trobava a l'esquerra de la Santíssima Verge.		3	0	fourties	male_masculine	valencià		ca		valencià
892bf89bd3a008a7d982de0d278349e654c713efacf965e88e46a12398375cd8502711378e378c39c33b2f995f47799760c6e6e05948b93c0d2b9fd427854ffc	./experiments/central20_53m_v01/cwattacks/adversarial_38498337.wav	b3a77b112f46817f2371ce4f604fbe1dd09f2d7caa5871261928e5a37d2cad71	Molts d'aquests militants van ocupar càrrecs importants durant el primer govern col·legiat del Partit Nacional.		6	0	fourties	male_masculine	valencià,La Vall d'Albaida		ca		valencià
595d8759551d105915fd5579f0745dc5ac5081830e767eb7ae1227d57adf348b5eba17ca618717e97278c5441043f4e3b72c98b46c0e001d31ed70edcbf1551c	./experiments/central20_53m_v01/cwattacks/adversarial_30490381.wav	5709ce4086a673fc8be9ef7e5be6786f4020b42fdf4070d1624415756afe71ea	Quantes persones més ha citat a declarar la Guàrdia Civil?		6	0	fourties	male_masculine	valencià		ca		valencià
68c18489c8b7e0783b101448ed5069e433b5ce713473c22eef489e67e110f9ff999038dbf4b4f8685b05b5be860527de2d84fdc4c31d7f505f27860ca4f62552	./experiments/central20_53m_v01/cwattacks/adversarial_37967212.wav	9015ad61636fe0ee127f7fb0524b59d6fb171cac56c069150b0c52ff9828eac9	El guanyador va rebre un cotxe nou d'un concessionari local.		4	0	thirties	female_feminine	valencià		ca		valencià
75e8d8552569fa4f3301a0ce129fa75ce80af7ddfe0f65502545b64b0cd98fd9a1f1b98ebc82c9c564fd5431ccdcddd7d1a96a0d0441eb9f97020df1b11cfb51	./experiments/central20_53m_v01/cwattacks/adversarial_30809128.wav	89ac296b6aae72358472a9c363839c7760bf91fd7942f1521b890ed7d9f99ca2	Quan passa l'autobús per Prat de Comte?		8	0	fourties	female_feminine	Tortosí		ca		valencià
1fd67caeb7b78daa5fd6d5818a3e2fe166036c9edb29e965d0856d63378692850b159a9c48cdc01edd2ee2650c083fca766aba32e647f5d17ff55c94c3fdc881	./experiments/central20_53m_v01/cwattacks/adversarial_23930817.wav	c1b2c07e080d4e82b58bef74ae33e9682b12dbb3d48a58e3756365e86e61afc5	Tots tenen sortida a balcons exempts amb les llosanes motllurades, sostingudes per mènsules decorades.		2	0	fourties	male_masculine	central		ca		central
cc3b30ba0f733abfe64667838f620c4f542db4665fa68e4d945b75ac0d2c435e6529e6541c4ac8ca18dec753b10e3a5c4614cfbc658dc951ab6cab357e6ef363	./experiments/central20_53m_v01/cwattacks/adversarial_23767290.wav	b0115e381e9543898c54fd3bf72abbcb66c833b485f63cb739faffa74cc20bcb	La serralada és quasi una zona verge, sense carreteres i amb molt poca població.		3	0	twenties	male_masculine	central		ca		central
85c9e13ccfc0d67de10281b04257d8ac0c256d2f9415e54148fb59954c0d43f66d3cbea43ea6389f8407a8bda8b1b1becd30e41dfbb3dd9bebbe69816d096fa9	./experiments/central20_53m_v01/cwattacks/adversarial_22434199.wav	8685c661486aef2ac9979e49caa9bbc548d86c4a7f307ed51d3bf94c58cae198	Figures humanes i representacions abstractes també hi estan presents.		3	0	sixties	male_masculine	central		ca		central
9ba52f6f29daedb301834ab2a3055afbd507c0ed59ec96e69f706008b147c7c3d333c459ee90463db69401aa0d3b547f5060567d5bbc4cf93a6afd529391e36b	./experiments/central20_53m_v01/cwattacks/adversarial_17406458.wav	2acdc08b667dbb77430bc87f8021e764e5326e5d31558eb8bccc2f1bc140018e	Hòstia!		2	0	fourties	female_feminine	central		ca		central
7a13655524a97b4e576c367bc9171a6d6f00f0e332bbb02d68b2ed2612ecf105e2189173ff43363515995dc2805fa477f14d7a494114d972f1ecbdde3207b8ba	./experiments/central20_53m_v01/cwattacks/adversarial_31226591.wav	f9d08d36c05ba74f70f2dca333781db213036e4df39acf19db656818e9e6fcda	Ha estat introduït a la conca del riu Mekong.		6	0	sixties	male_masculine	central		ca		central
2e6ccdf9f0a7bf0df6fd0572bbb53f25378fc5333b352bc885b3a0d01e5dd672156cf697c127cc998ac546d122c547c421970a6f23dccb60bf2c841146fa6576	./experiments/central20_53m_v01/cwattacks/adversarial_29363248.wav	16864379c647ee750389b81adb7a00208eb18fa2595908a89234401dcc78bfb9	M'agradaria anar a Castelldans amb cotxe.		3	0	fourties	male_masculine	central		ca		central
4e31bcbffb4480f4a2d2e3d56aca7206b208b451a5775454004e52cdbe934c64da62badf3065708483fc37e9a16d88081cd1e56182188f9dc212ed347915ae04	./experiments/central20_53m_v01/cwattacks/adversarial_31530380.wav	258e5a4d96c24ed5b88bab0d3e2dc1788c40defb249887c70a7813518409a1de	Rosa Regàs i Pagès és una escriptora nascuda a Barcelona.		6	0	fifties	female_feminine	central		ca		central
be5728a65a99aeb29b5b5810cd4dedc1253269628efa69bc7092ef0ce54f0bc37322418e5abaea4f9c71d477b8c16b8f57d77e563155668086cea84761814ae4	./experiments/central20_53m_v01/cwattacks/adversarial_30945087.wav	bb205a7f421bc18ff85e603db30a4275f724bb4ad59b720c4f4d370b3e758cbb	La situació va provocar un debat nacional sobre la censura.		6	2	teens	male_masculine	central		ca		central
ed5c9e654bfb28e9d4131b3805597ee9fa14fe72c6e2a6d503ec2e47faf396bbfa15ce49e6fe83bd97da1d441138545d388a329ae888c1f1ea44fc62996d787f	./experiments/central20_53m_v01/cwattacks/adversarial_32221502.wav	a09eb466658745b4f47b98d5f8ea0b748249c263f2ab678fa37fa1359eabc0aa	Dimecres en Ferran i en Bernat volen anar a Santa Eugènia de Berga.		6	0	fifties	female_feminine	xipella		ca		central
91ccf0161e7f1eb6c7ac55bce0e11b358065f1dfdda0608c82d557fc9f5da4c8006f14cf22636b61779471fb66d619d374145f7414b710509b4d702a940cd567	./experiments/central20_53m_v01/cwattacks/adversarial_29441828.wav	1adc0e70011e41b45897868b37f0255aede18bed45d5f666c4ca602a6f4304ec	He d'anar al pla de Nicolás Salmerón a peu.		3	0	twenties	male_masculine	central		ca		central
bfe8d96ce71f9cce7bd16b5282041c66773405f1a11f4f0c8d3b6e81646f262bdac0cb3ee8f54e13175ba9ed7da38407e8a9aeff20972271f0c62c0b19f8b644	./experiments/central20_53m_v01/cwattacks/adversarial_37205640.wav	6ce41a3cc8b21a1d8715b4310cea1ff4928d58ec045239478cc1fb6040c03a6f	Tots ells van morir.		2	0	sixties	male_masculine	central		ca		central
